temperature,humidity,oil_level,gas_value,fault_class
29.61,78.0,12.98,529.72,2
39.3,71.61,17.78,333.01,1
31.25,37.92,8.08,1102.84,0
27.85,51.81,3.01,102.61,3
25.4,55.07,3.02,1715.37,4
21.55,75.78,5.88,1708.23,4
39.94,39.58,8.1,1991.68,4
26.66,64.76,15.28,145.62,0
24.54,75.17,9.09,977.3,2
29.73,66.23,5.29,1711.44,4
32.19,44.05,14.49,1518.61,4
36.75,64.54,11.15,533.75,1
37.32,80.28,9.46,1269.58,0
30.87,71.75,22.53,1308.02,0
38.2,52.65,3.97,1496.29,0
25.22,63.86,4.01,598.41,3
35.76,73.26,19.94,1961.89,4
20.47,76.32,23.11,319.49,2
27.71,77.68,8.51,1831.17,4
32.48,68.14,7.62,1290.7,0
28.01,43.22,21.01,622.64,0
26.35,33.33,3.26,868.55,3
34.85,76.84,11.46,212.99,2
35.71,78.4,22.22,1277.03,0
22.46,39.08,16.88,1603.68,4
34.64,80.95,3.93,132.97,0
37.65,69.42,12.57,1305.23,0
31.97,31.32,13.91,114.2,0
23.69,36.98,22.7,1685.36,4
25.9,79.07,5.16,570.47,2
30.57,67.37,4.09,1271.47,0
34.95,61.44,13.98,1579.89,4
27.59,65.28,17.39,562.72,0
34.41,70.13,5.54,1137.05,0
37.08,44.14,13.97,230.67,1
31.7,44.72,10.97,1274.22,0
26.38,49.8,23.62,1737.96,4
26.23,30.22,13.86,1756.04,4
32.22,71.45,24.98,1977.29,4
38.94,70.58,21.7,1274.66,0
38.03,50.59,9.74,443.4,1
22.89,60.25,19.24,175.18,0
28.8,35.32,13.12,87.78,0
20.89,55.79,7.55,1909.7,4
39.89,80.58,18.3,1789.21,4
25.02,42.25,24.77,1107.8,0
27.51,36.64,11.23,586.32,0
38.59,40.0,19.44,429.04,1
23.49,53.46,18.94,1338.25,0
34.69,30.91,16.59,1784.57,4
34.22,68.01,15.51,671.24,0
27.97,67.14,10.32,1971.41,4
33.5,57.27,14.53,1971.75,4
23.53,68.8,6.83,1919.92,4
37.83,66.55,12.49,461.08,1
36.42,67.63,15.19,1576.18,4
32.27,33.67,19.8,378.21,0
32.33,58.98,19.43,28.23,0
35.48,74.43,10.99,925.46,1
30.03,49.24,15.76,816.94,0
25.5,30.81,9.88,1919.8,4
39.3,30.1,24.32,761.79,1
31.15,65.04,3.89,1153.95,0
37.94,46.15,17.07,445.66,1
39.51,83.86,14.13,1013.19,0
34.48,78.86,18.78,379.59,2
24.85,67.79,5.7,838.58,0
25.12,41.91,7.99,1177.79,0
35.72,77.51,20.27,1099.17,0
20.38,30.88,8.71,1884.69,4
27.26,65.46,17.67,1168.69,0
27.77,68.44,20.37,1829.13,4
22.59,62.96,22.9,1834.75,4
26.88,73.6,22.28,1234.4,0
35.03,58.52,15.39,1372.64,0
24.86,74.31,19.25,1662.64,4
33.75,48.89,17.78,578.3,0
25.87,62.99,23.15,1337.38,0
27.27,69.47,17.18,403.25,0
31.37,65.37,17.44,968.46,0
21.17,34.97,17.88,878.02,0
20.75,37.23,18.57,1725.87,4
25.51,42.83,13.22,1559.53,4
26.08,70.91,16.77,1777.52,4
31.37,48.22,14.2,95.72,0
32.41,71.31,16.23,881.64,0
39.4,39.63,18.45,140.83,1
28.74,70.22,11.37,853.73,0
27.88,79.11,14.9,544.57,2
29.84,42.35,11.97,956.36,0
36.41,61.57,11.26,1173.32,0
29.26,38.02,8.96,1149.92,0
34.48,70.25,18.51,1639.12,4
25.27,46.87,24.94,1877.7,4
24.18,46.37,17.57,1065.62,0
33.19,58.56,4.8,412.95,3
25.66,53.11,11.06,861.03,0
32.69,53.09,16.97,427.28,0
33.89,44.76,9.76,1665.47,4
24.78,39.05,11.91,588.38,0
22.6,42.12,24.83,1953.61,4
32.11,73.3,10.99,824.84,0
25.52,38.64,24.1,1426.04,0
28.6,41.91,4.23,1007.78,0
28.44,35.87,20.13,975.58,0
31.83,56.31,21.66,522.37,0
34.68,52.27,3.61,1231.05,0
25.64,79.39,17.92,1889.78,4
38.73,51.42,21.4,939.46,1
34.87,41.98,4.4,554.11,3
26.6,64.98,19.8,399.28,0
36.25,66.43,14.69,531.62,1
21.67,49.73,19.08,405.94,0
34.72,52.11,13.84,868.04,0
30.1,51.81,8.26,695.75,0
25.59,53.21,14.63,1794.25,4
31.69,60.5,7.48,475.42,0
32.29,46.92,10.93,347.99,0
25.48,52.94,23.6,1628.41,4
25.14,44.36,8.72,1166.94,0
36.69,73.22,22.18,1745.17,4
29.84,37.92,13.73,1910.18,4
21.18,76.51,11.3,6.73,2
22.38,68.97,21.56,1530.63,4
34.77,66.69,12.48,90.41,0
33.56,30.47,10.94,1076.17,0
31.55,54.54,3.4,1553.03,4
32.49,74.12,16.11,1362.4,0
37.76,33.78,4.53,848.66,0
28.84,34.65,15.95,1668.59,4
34.39,70.09,15.63,1192.38,0
29.72,43.71,15.28,1051.94,0
20.86,61.61,19.23,261.12,0
30.11,79.2,22.87,892.52,2
25.61,59.09,8.09,798.13,0
31.66,35.08,19.85,1291.48,0
23.33,69.77,18.27,1899.75,4
20.73,51.85,22.0,373.85,0
25.37,66.16,19.91,1021.6,0
27.66,38.52,5.33,1855.96,4
38.01,70.28,4.25,788.32,0
35.93,76.38,24.27,613.5,0
27.18,66.51,5.45,254.12,0
26.7,30.44,13.48,791.06,0
25.78,31.57,7.53,907.24,0
31.81,79.36,3.67,1194.38,0
34.43,37.98,21.75,1066.66,0
27.97,46.94,19.0,1745.52,4
33.53,43.59,22.32,1388.03,0
35.41,59.33,24.04,1345.33,0
33.89,41.06,23.8,1659.89,4
28.4,78.53,13.03,878.93,2
25.96,75.68,22.5,1121.0,0
29.15,47.38,16.63,341.28,0
23.36,43.84,15.01,91.55,0
36.09,40.69,15.46,849.66,1
32.08,80.04,19.45,1454.61,0
36.91,59.85,4.45,1081.19,0
36.53,36.0,8.73,1256.71,0
22.41,49.12,4.73,1538.56,4
26.06,70.07,24.8,748.55,0
22.4,67.41,5.18,772.8,0
33.2,35.27,19.29,1149.99,0
20.51,83.47,10.77,601.31,2
31.65,69.9,15.0,1483.47,0
21.5,70.66,21.99,121.78,0
21.28,59.52,10.71,1760.29,4
30.77,83.53,3.19,499.51,0
20.71,62.33,18.78,459.42,0
29.76,73.57,5.95,1008.7,0
31.97,56.93,12.2,63.52,0
30.86,73.0,22.84,1850.81,4
33.67,59.86,24.82,108.29,0
33.12,49.67,11.63,1097.55,0
37.26,48.03,21.26,487.15,1
29.02,55.21,21.13,1600.72,4
20.21,53.26,24.15,1226.74,0
36.76,35.48,5.94,1602.47,4
28.16,44.34,21.27,846.57,0
33.25,41.27,15.98,1488.4,0
26.73,67.48,20.37,1440.4,0
31.25,54.86,12.35,1489.62,0
32.3,41.42,9.39,106.62,0
35.36,42.08,4.11,441.85,0
23.67,42.11,19.74,1214.05,0
35.98,62.45,18.82,1150.59,0
39.66,68.83,21.16,258.34,1
25.88,50.51,11.54,543.02,0
32.3,52.92,12.28,35.59,0
21.89,43.2,12.49,1520.13,4
29.8,59.67,10.08,1442.3,0
31.22,52.75,17.12,1213.98,0
28.2,41.85,9.09,725.74,0
32.12,65.19,5.9,1733.48,4
31.81,48.86,17.4,303.8,0
30.15,81.91,8.7,511.75,2
34.77,70.5,15.82,1701.88,4
20.11,43.13,16.45,107.92,0
29.56,38.76,5.23,544.04,0
23.46,49.24,7.74,1756.07,4
35.07,63.04,21.99,1754.71,4
33.13,61.95,14.92,528.34,0
32.33,48.21,13.34,1455.24,0
20.3,56.58,6.18,894.83,0
29.45,74.12,22.79,1399.21,0
33.67,66.88,20.02,1127.71,0
29.83,82.2,12.54,1974.92,4
23.02,31.55,25.0,277.23,0
26.44,39.64,13.57,904.1,0
24.37,62.41,18.45,69.93,0
34.87,65.69,15.69,1124.91,0
29.92,36.52,11.92,1546.12,4
30.93,54.97,6.78,1713.05,4
38.09,52.23,3.79,1118.62,0
31.92,83.43,17.86,1729.1,4
34.49,68.44,20.36,846.88,0
30.78,42.18,3.07,1225.5,0
23.58,38.33,5.56,591.62,0
32.24,62.48,6.18,1875.38,4
23.86,74.18,4.21,1113.86,0
21.08,64.55,7.53,874.75,0
25.62,49.12,8.87,406.71,0
22.92,76.18,12.69,1294.97,0
21.14,67.28,10.01,522.55,0
21.72,46.68,5.21,212.79,0
35.02,67.61,5.16,1474.48,0
24.88,77.14,3.36,761.02,0
31.35,47.85,10.33,92.11,0
36.81,74.09,23.2,327.29,1
29.54,74.85,24.04,1904.56,4
38.3,30.02,11.0,239.73,1
31.96,58.91,17.84,1405.79,0
27.72,84.8,22.28,149.76,2
33.17,47.58,15.22,49.62,0
28.82,79.22,14.43,1269.06,0
29.65,36.05,15.47,1589.04,4
32.42,45.33,14.19,1563.58,4
23.16,77.75,6.5,963.6,2
31.36,72.06,10.51,1722.31,4
37.86,76.88,12.74,418.93,0
31.79,37.61,14.29,502.08,0
36.52,68.51,11.97,332.08,1
36.46,67.14,14.44,979.15,1
21.03,57.41,3.58,915.7,3
37.3,39.58,4.8,334.96,0
30.74,48.28,3.58,1244.46,0
34.86,84.66,16.43,1173.4,0
23.23,70.56,6.14,1454.14,0
27.15,61.34,24.28,1599.36,4
20.7,45.46,16.98,1750.55,4
26.59,40.17,24.13,39.97,0
32.55,41.25,7.95,1965.69,4
21.12,79.0,11.16,1133.63,0
36.86,83.7,9.56,1677.95,4
20.97,78.93,7.54,754.07,2
39.34,66.97,19.01,298.66,1
27.33,70.28,13.64,1527.53,4
39.74,80.28,21.98,989.38,0
29.1,39.62,7.2,1271.66,0
39.32,33.49,11.86,1929.16,4
29.82,40.17,10.8,581.12,0
23.84,62.54,11.48,702.06,0
29.39,40.81,23.69,1300.82,0
31.81,50.75,24.25,628.25,0
20.06,78.61,24.09,160.67,2
37.83,73.99,22.43,336.36,1
28.78,74.37,13.09,1686.28,4
31.54,78.16,17.01,358.68,2
29.14,52.36,24.84,407.91,0
30.73,84.71,24.29,1312.78,0
30.78,35.51,4.81,485.96,3
38.18,37.47,16.72,1935.83,4
24.99,31.88,9.34,202.48,0
35.57,49.46,13.54,1592.55,4
27.33,37.05,5.75,97.91,0
26.33,44.19,9.63,358.78,0
21.0,41.08,19.49,1751.64,4
30.22,70.91,16.05,827.39,0
33.84,63.28,13.64,86.72,0
23.74,47.93,7.34,1790.98,4
36.18,42.82,11.46,440.2,1
23.5,79.43,7.57,1938.64,4
31.54,32.23,6.16,1759.9,4
24.99,76.42,16.2,1699.74,4
36.99,80.99,8.79,1078.67,0
37.32,70.71,14.07,1017.55,0
38.63,66.44,17.15,1662.55,4
24.2,42.52,10.55,684.6,0
21.52,36.35,15.67,218.81,0
24.73,41.37,5.15,436.92,0
30.75,82.53,24.0,1166.5,0
31.08,53.9,17.98,455.07,0
26.64,36.82,4.71,665.56,3
27.74,77.88,23.93,1981.74,4
33.76,73.59,13.89,1224.69,0
29.52,71.86,21.95,213.66,0
28.65,40.17,12.77,675.98,0
39.04,67.0,18.31,967.33,1
22.64,56.16,3.58,1426.36,0
37.8,44.52,3.17,1672.09,4
20.16,41.3,7.24,145.1,0
22.45,63.58,5.31,134.42,0
26.99,74.02,16.49,733.29,0
31.05,84.54,8.65,1553.88,4
31.22,60.92,4.3,354.02,3
31.24,70.38,3.32,930.64,3
27.84,64.21,17.92,941.65,0
37.58,69.22,10.68,1957.84,4
34.73,33.9,12.97,1198.22,0
25.11,58.48,18.63,950.34,0
21.0,42.44,20.71,597.61,0
22.45,53.12,16.16,1545.94,4
31.33,44.95,7.39,43.12,0
30.82,73.86,23.47,83.99,0
25.4,47.05,21.8,1192.92,0
25.85,80.28,5.77,1450.97,0
21.89,69.46,17.63,1853.49,4
32.15,55.08,13.09,496.58,0
29.98,48.19,22.61,1284.39,0
21.22,60.22,13.59,103.39,0
27.43,71.11,23.59,273.92,0
23.57,51.82,6.27,1573.46,4
26.93,48.31,24.25,1658.58,4
39.2,35.32,6.55,648.86,1
33.93,79.48,14.52,1585.07,4
36.32,42.56,9.84,636.72,1
32.62,36.45,24.83,425.14,0
34.2,66.67,21.7,1012.82,0
39.01,68.97,18.17,440.68,1
27.92,31.01,13.1,259.94,0
23.28,83.59,11.23,522.89,2
36.68,66.9,15.29,1142.63,0
38.26,43.88,14.08,1458.09,0
22.23,77.63,17.97,1121.67,0
38.69,70.61,19.55,1204.32,0
27.85,40.09,7.54,192.31,0
35.33,32.84,23.39,1446.24,0
28.41,54.11,7.88,1746.54,4
23.51,59.45,23.38,733.38,0
39.88,60.32,3.04,417.99,0
38.89,82.95,19.32,780.89,0
27.26,59.0,24.8,1770.22,4
26.76,76.7,22.14,1251.95,0
35.1,52.88,7.37,1874.8,4
32.21,35.32,12.39,358.64,0
28.17,72.19,16.94,1720.45,4
26.32,40.1,19.1,464.43,0
21.93,43.76,13.29,126.96,0
34.82,36.73,9.3,1307.67,0
29.09,51.48,22.34,125.02,0
37.21,36.34,23.27,750.33,1
33.1,78.64,4.23,1013.38,0
28.85,65.53,23.97,790.54,0
33.77,59.66,20.66,1893.27,4
30.8,34.92,10.98,442.82,0
39.35,76.82,4.22,1331.68,0
32.81,42.85,10.11,1900.45,4
38.84,54.74,9.62,241.34,1
31.72,71.0,11.64,1279.53,0
38.37,71.31,17.68,75.81,1
37.83,57.53,8.38,1934.4,4
25.41,32.14,21.27,1070.71,0
29.81,80.58,5.9,411.76,2
30.23,79.33,17.57,344.11,2
31.39,75.19,15.49,1184.61,0
36.85,76.98,20.82,1208.61,0
39.31,33.79,3.68,1539.04,4
23.11,50.61,19.74,1632.76,4
36.71,40.3,12.8,1852.3,4
29.27,42.72,16.64,118.15,0
22.59,45.19,24.89,1424.27,0
23.14,40.14,24.08,1033.71,0
29.06,49.52,7.34,1687.72,4
25.52,70.52,16.73,1053.25,0
20.12,31.58,8.4,1573.33,4
28.2,75.56,16.78,1499.83,0
27.7,56.61,4.67,1259.1,0
22.37,84.6,9.94,1186.97,0
28.64,59.07,24.5,903.14,0
34.1,66.76,15.0,1685.73,4
31.54,34.77,9.85,190.13,0
20.8,55.17,16.83,1777.46,4
35.85,57.79,6.15,1675.28,4
28.4,35.01,3.11,1771.16,4
33.65,74.96,18.25,1743.38,4
28.81,46.09,17.25,1276.4,0
27.11,79.68,14.11,1130.49,0
39.81,77.79,10.77,270.55,0
38.18,57.09,4.69,1272.62,0
28.08,37.91,23.78,967.84,0
23.52,65.71,17.97,1007.05,0
21.99,63.21,5.69,295.08,0
33.58,65.38,10.25,302.7,0
28.64,45.13,21.74,1318.77,0
30.48,70.26,12.15,500.27,0
31.92,61.81,6.64,902.07,0
38.1,40.34,24.44,1844.44,4
33.84,80.47,13.25,176.12,2
26.9,84.41,24.51,1872.38,4
23.32,37.66,4.08,71.93,3
23.23,66.95,21.29,305.76,0
36.46,56.23,5.31,342.84,1
37.13,77.27,9.06,329.19,0
27.26,44.93,20.1,467.42,0
33.01,62.74,23.59,21.61,0
38.85,83.72,14.85,1564.61,4
25.21,47.6,17.06,1168.7,0
27.47,37.68,12.77,1780.17,4
37.66,63.47,19.98,1848.39,4
30.53,70.43,9.07,1926.32,4
21.66,71.65,8.97,1440.92,0
21.91,45.75,10.55,1403.34,0
31.28,44.95,18.81,362.87,0
36.73,32.21,20.14,63.38,1
33.57,50.21,19.38,585.39,0
21.79,55.66,18.94,1980.63,4
22.71,66.77,13.85,1466.93,0
38.49,49.33,7.1,1172.58,0
32.67,51.61,8.58,1269.18,0
31.65,81.11,14.31,1462.09,0
24.12,42.71,12.33,1392.05,0
33.05,40.81,17.66,301.53,0
36.28,71.36,10.5,907.34,1
39.38,62.01,12.77,551.1,1
23.58,49.79,15.11,635.42,0
38.6,51.85,6.92,1451.7,0
35.24,49.09,6.97,1130.66,0
27.73,64.2,18.67,521.86,0
23.21,53.83,12.43,367.79,0
39.1,70.93,23.33,233.75,1
32.18,51.12,12.16,620.27,0
38.61,39.92,23.85,1487.01,0
30.16,46.02,3.75,677.83,3
27.37,64.66,12.0,1254.69,0
22.47,59.51,23.5,306.32,0
20.46,84.76,17.49,943.1,2
39.37,84.95,13.69,300.8,0
20.82,31.87,13.15,38.09,0
28.14,61.06,4.06,1253.76,0
28.39,47.71,18.09,1594.78,4
34.23,67.75,10.71,1674.9,4
39.04,49.56,12.88,1182.52,0
23.99,63.61,8.91,804.79,0
27.24,75.01,4.28,764.63,0
20.42,47.01,9.74,1330.0,0
20.52,47.92,17.58,1610.75,4
20.34,83.12,14.17,1809.8,4
32.17,33.81,15.15,1014.26,0
37.16,73.81,13.34,210.44,1
20.21,45.77,16.32,1289.91,0
21.36,45.87,21.32,64.02,0
20.05,67.69,19.5,1650.93,4
36.77,46.78,7.01,1491.78,0
34.34,48.82,4.63,630.64,3
29.16,60.93,16.97,64.83,0
31.51,73.61,9.21,287.29,0
24.36,37.83,4.85,1405.62,0
37.72,66.1,10.89,661.28,1
25.77,76.69,6.9,1226.54,0
21.03,31.67,5.67,649.78,0
24.38,37.6,14.69,606.89,0
31.86,49.49,3.54,213.04,3
23.12,76.15,11.57,65.58,2
23.61,61.27,23.81,381.67,0
21.82,79.18,4.49,1790.99,4
36.49,38.42,14.49,391.71,1
21.68,40.47,16.12,1746.42,4
28.94,82.1,4.36,508.65,0
32.85,47.2,15.73,1247.89,0
38.66,71.45,3.71,1128.29,0
20.29,61.98,15.7,871.29,0
28.35,77.92,4.17,555.73,0
39.27,50.43,3.1,157.87,0
22.48,52.94,12.58,1646.15,4
24.72,35.67,21.12,1304.26,0
36.68,63.36,6.62,433.47,1
26.32,63.86,8.09,139.07,0
36.72,73.96,15.86,586.06,1
21.55,46.35,13.2,1190.16,0
27.24,39.32,24.72,1827.91,4
20.75,82.16,8.93,1219.31,0
30.64,79.32,9.99,1414.53,0
30.81,73.72,9.4,231.85,0
24.98,52.53,4.75,439.64,3
39.53,49.42,11.45,1395.41,0
20.32,66.62,19.51,502.55,0
36.78,78.5,24.92,641.32,0
39.07,37.19,7.15,242.84,1
22.38,64.24,20.64,1177.32,0
21.31,63.54,3.2,1132.81,0
21.71,37.48,21.07,164.32,0
38.05,65.92,9.15,1867.12,4
21.51,43.7,6.74,289.48,0
24.5,65.18,9.83,1268.7,0
38.15,32.68,15.54,1185.53,0
32.92,41.84,8.08,1124.57,0
37.89,59.84,18.78,1237.05,0
38.91,78.64,22.31,362.35,0
37.23,50.67,23.68,1065.07,0
35.53,64.14,13.17,1392.91,0
31.94,72.27,6.03,187.83,0
35.95,82.29,24.83,562.78,0
28.76,41.39,21.21,205.58,0
30.35,53.52,12.57,20.37,0
33.96,53.42,20.7,1912.82,4
26.16,73.57,20.26,950.46,0
38.28,53.29,15.79,896.81,1
22.29,77.67,7.67,290.11,2
21.65,47.93,21.51,645.73,0
36.56,36.9,3.32,930.12,0
22.1,77.08,21.93,1285.81,0
29.39,73.01,11.67,694.7,0
30.04,79.57,5.23,921.08,2
32.09,63.24,10.12,1021.78,0
20.06,43.77,24.96,129.68,0
33.89,42.26,19.58,1101.03,0
26.96,73.66,14.32,979.43,0
34.61,38.63,15.72,1706.08,4
23.5,33.98,15.33,1407.17,0
39.69,75.57,4.52,46.65,0
20.01,59.02,5.19,499.49,0
36.84,65.07,15.69,1492.71,0
37.04,70.72,5.92,288.25,1
29.73,84.09,23.51,648.49,2
20.63,53.3,3.84,1345.42,0
22.56,60.69,22.9,1245.9,0
32.44,77.68,9.99,1315.39,0
35.97,44.26,14.69,429.05,1
28.23,49.83,7.86,191.34,0
38.46,48.88,7.37,1742.02,4
23.19,60.81,15.27,1266.22,0
25.4,53.42,14.33,1617.11,4
33.04,33.23,12.6,195.83,0
35.86,45.07,5.34,211.96,1
27.46,50.01,23.56,1302.35,0
39.02,35.3,18.77,1014.24,0
31.47,84.14,17.19,464.06,2
38.88,45.61,11.9,1257.97,0
27.44,69.74,20.25,616.18,0
20.1,63.18,11.47,533.63,0
34.05,39.53,21.58,990.63,0
32.32,70.65,4.7,572.42,3
37.56,76.54,14.94,1723.92,4
32.69,36.39,22.57,683.08,0
31.41,52.96,11.28,245.08,0
39.95,76.28,5.15,1571.04,4
26.71,53.18,7.06,838.81,0
31.83,49.63,24.75,880.04,0
33.75,38.81,4.03,931.72,3
35.31,30.8,22.31,1032.44,0
31.51,77.27,15.91,80.12,2
25.75,66.0,20.58,1432.62,0
37.91,49.45,24.92,1939.86,4
38.75,51.59,12.0,560.67,1
21.78,36.38,8.39,1483.19,0
39.61,79.79,3.16,1492.52,0
33.81,59.47,13.92,220.38,0
28.42,34.54,19.63,101.73,0
26.79,61.67,6.89,1307.53,0
32.82,66.23,18.5,1364.64,0
27.49,34.32,22.92,1349.73,0
33.17,47.35,9.6,395.81,0
33.45,30.65,18.25,984.82,0
33.86,51.13,9.83,1340.55,0
26.06,47.63,22.81,143.91,0
31.74,35.26,19.63,1932.93,4
23.05,31.28,19.61,1184.34,0
26.56,32.28,18.22,630.2,0
36.36,43.79,23.93,454.29,1
33.45,45.94,19.24,1125.51,0
23.45,76.03,5.65,380.92,2
33.0,82.54,9.89,915.12,2
21.17,73.56,24.15,1094.8,0
27.17,76.01,17.36,732.14,2
25.95,60.54,7.71,1055.26,0
35.2,41.61,13.87,1620.93,4
33.35,59.89,10.41,1116.29,0
37.37,68.97,20.18,1494.1,0
26.12,68.56,8.04,156.24,0
31.56,58.43,3.5,1148.51,0
29.13,33.86,12.85,330.68,0
25.12,78.5,22.05,1617.8,4
22.66,72.18,15.45,1146.95,0
35.87,50.51,15.76,425.59,1
31.06,58.76,21.79,1215.45,0
28.15,59.36,11.5,826.42,0
32.42,67.29,23.56,1148.45,0
38.35,80.35,4.21,1788.28,4
29.15,43.68,6.96,633.28,0
33.4,47.99,3.87,1273.23,0
39.28,41.01,4.9,165.28,0
28.81,38.62,23.29,1882.06,4
33.93,79.14,22.59,632.38,2
28.78,83.34,18.24,160.5,2
26.92,77.0,23.76,1828.52,4
29.57,36.13,11.95,477.88,0
37.37,53.2,22.81,121.92,1
38.7,77.93,16.13,391.16,0
23.16,76.19,19.19,1939.48,4
38.66,80.52,15.31,1526.99,4
25.41,54.42,10.77,176.95,0
39.17,83.84,12.37,1782.94,4
27.82,73.75,22.99,1347.91,0
24.04,73.22,23.72,1505.51,4
38.29,72.85,16.81,128.0,1
23.72,51.19,24.89,650.3,0
29.46,40.47,8.74,1992.43,4
28.96,37.26,8.83,998.89,0
27.47,30.37,20.04,1036.12,0
32.57,31.64,20.39,585.2,0
27.34,56.11,16.18,489.34,0
32.77,81.21,5.53,486.6,2
24.02,52.69,10.17,14.17,0
33.43,31.89,8.51,959.14,0
31.89,59.76,6.19,560.09,0
35.97,53.09,7.71,1992.57,4
28.68,69.56,5.16,1675.06,4
24.4,62.77,14.21,1420.48,0
26.26,59.02,13.68,994.11,0
24.3,38.06,15.22,761.86,0
26.38,68.1,12.37,1196.44,0
36.51,52.09,20.19,748.69,1
36.07,71.65,19.33,12.7,1
24.3,34.39,19.65,1844.53,4
21.65,57.04,3.3,1788.3,4
35.31,67.7,22.32,450.51,1
25.73,47.28,6.06,1147.3,0
35.74,36.14,12.52,1706.38,4
28.95,60.24,20.6,1458.17,0
25.11,71.6,12.9,348.77,0
21.61,80.73,3.82,1006.95,0
33.71,50.18,7.74,1530.83,4
22.65,71.67,18.42,649.73,0
39.75,82.22,10.29,607.5,0
25.66,45.83,15.23,1007.6,0
34.41,65.64,11.2,1024.11,0
38.2,34.01,7.94,1890.33,4
34.95,69.02,15.18,1063.07,0
31.61,43.14,8.54,1266.52,0
20.02,75.09,10.12,340.72,2
23.68,47.42,3.4,1699.73,4
36.8,31.86,8.78,1635.1,4
21.93,38.18,20.81,1252.27,0
27.77,52.26,23.74,1299.04,0
22.51,72.62,6.55,476.74,0
29.5,52.39,21.9,1421.94,0
34.81,60.84,9.11,707.51,0
38.13,71.79,13.06,625.23,1
27.38,57.6,21.84,723.9,0
33.62,59.32,15.42,1009.36,0
26.47,36.66,4.59,1969.25,4
33.02,34.94,7.22,1176.31,0
25.91,69.95,11.7,1282.99,0
38.27,40.24,22.01,1847.56,4
33.74,39.8,22.77,32.52,0
37.62,43.3,7.89,569.44,1
34.22,36.16,21.92,328.53,0
31.52,77.93,10.67,961.66,2
25.68,32.03,10.25,1907.79,4
35.31,45.13,23.98,340.73,1
36.22,84.08,24.77,1945.72,4
33.39,64.79,23.18,1600.32,4
37.23,44.04,9.55,328.4,1
37.42,48.41,9.69,131.01,1
39.02,58.61,5.41,1540.58,4
35.06,60.32,11.07,1664.68,4
36.12,31.75,10.3,55.12,1
32.24,56.64,7.0,967.33,0
34.71,56.75,24.87,1020.36,0
37.05,51.43,18.35,1581.88,4
33.95,38.1,14.83,1958.24,4
32.68,74.58,11.33,936.71,0
24.91,71.51,3.75,1352.32,0
25.2,33.05,6.13,1429.74,0
21.32,80.12,7.4,516.4,2
33.91,32.15,13.96,932.76,0
28.28,64.54,23.72,1734.94,4
20.5,76.89,13.99,1721.06,4
23.17,56.66,7.84,1903.56,4
24.76,36.05,9.43,1857.97,4
28.49,58.81,15.77,1855.57,4
26.37,79.51,22.8,1713.01,4
30.81,53.83,15.08,200.5,0
22.06,58.04,4.67,497.93,3
38.49,40.52,24.24,889.19,1
22.33,55.24,22.59,1813.49,4
21.73,41.22,7.5,1895.92,4
28.82,40.38,24.43,416.42,0
33.3,72.9,19.58,461.58,0
32.94,62.2,5.33,1554.38,4
34.34,31.67,11.7,1294.69,0
22.83,77.48,12.69,277.64,2
20.07,48.58,21.01,1526.92,4
20.88,33.75,7.32,1511.08,4
28.25,73.57,7.33,1143.43,0
36.65,56.75,11.45,519.13,1
35.17,33.8,6.15,1971.64,4
21.48,55.2,16.96,1678.98,4
39.24,73.23,19.38,1433.45,0
34.51,32.98,6.14,388.53,0
25.78,55.04,13.04,1745.37,4
38.45,35.53,13.22,242.17,1
32.38,51.67,8.8,201.83,0
37.35,80.64,23.84,1372.13,0
29.68,48.52,15.0,719.38,0
36.73,65.59,15.19,891.9,1
39.82,67.59,6.71,1843.05,4
29.67,49.44,11.27,1496.53,0
21.38,83.81,12.39,229.24,2
20.91,50.21,6.18,1937.96,4
33.52,40.8,22.43,429.76,0
31.53,73.97,18.11,649.1,0
37.17,42.23,6.01,1528.56,4
31.93,67.69,6.63,1681.38,4
39.73,80.87,17.49,1000.01,0
36.68,65.33,9.84,1961.02,4
39.43,38.67,22.43,232.85,1
25.81,37.52,21.2,890.41,0
29.29,48.29,4.97,586.42,3
37.91,31.27,12.03,412.96,1
33.51,59.33,6.7,1589.41,4
30.9,57.72,4.09,251.48,3
28.1,55.6,21.56,1645.04,4
29.86,54.61,9.95,1944.43,4
28.79,30.06,14.01,648.48,0
26.41,33.2,11.84,791.97,0
33.98,48.15,6.11,1011.04,0
27.0,84.12,13.04,973.39,2
28.92,48.56,4.05,1413.46,0
22.16,60.06,13.42,1885.94,4
36.56,75.71,12.24,213.3,0
29.54,41.94,7.86,854.82,0
21.79,46.65,17.39,1985.23,4
33.9,75.33,9.38,1303.93,0
31.24,47.37,18.98,1494.84,0
30.68,46.74,18.0,144.2,0
30.73,59.16,18.61,285.38,0
26.57,46.58,20.45,1508.54,4
23.46,61.5,3.31,489.03,3
24.78,36.01,20.09,676.22,0
25.14,78.62,19.97,289.86,2
25.23,82.02,20.26,121.73,2
26.9,38.7,15.17,348.61,0
31.37,37.72,21.79,127.41,0
33.61,79.85,13.62,1617.86,4
36.91,80.89,13.01,377.97,0
30.74,72.49,24.22,783.17,0
33.31,56.83,11.78,1782.71,4
27.13,30.11,24.68,1154.37,0
25.55,73.84,18.02,907.71,0
35.75,59.16,19.07,57.71,1
29.54,82.03,18.66,1616.25,4
23.2,43.18,14.7,111.01,0
35.41,48.69,22.94,1669.72,4
